,Author,Institute,LAT,LON,topic,Name
93,6166de40051dcc84ffd41c4b,University of Debrecen,47.5543249,21.6239011,8,Mihaly Dombi
94,61546a0527ba786f5d410e1d,Reutlingen University Herman Hollerith Center,47.6543466,-122.3080605947304,2,Alfred Zimmermann
95,616c196cebae6822626e8bbb,University of Hradec Králové,50.2016135,15.8356852,2,Michal Slama
96,616e001aefce095c7b2f6988,Queensland University of Technology,-27.47715625,153.02841003912863,2,Robin Drogemuller
97,61728b3359d9fc3b79b071ef,Johns Hopkins University,39.33020225,-76.62185357858337,7,Yahong Xie
98,6168d93887fd1d5b0d4d6094,Gautam Buddha University,28.54322285,77.33274829733952,7,Dimpal Tomar
99,614f27559330963bc914142a,University of Baghdad,33.31191115,44.44714739534258,6,Salih Ahmad Mahidi
100,6161ca38386cdfedf60a7822,Kemin Industries,41.58597535,-93.58224794514408,6,Gokila Thangavel
101,614dae806cb12b3f7063d0bd,Capital Medical University,39.9124309,116.349177,2,Jing Wang
102,6167b8184238181968f258cd,University of Geneva,42.6169598,-88.4804826,2,Nadia Magnenat Thalmann
103,6150af5c63007987110a0cb3,University of Lahore,32.4889932,74.09117202547417,2,Nazifa Nazir
104,61681ceb65a75e247dd8762c,Jamia Millia Islamia,28.55849025,77.28116473551759,2,Abid Haleem
105,6168635b09c54c7da90697d9,"Queen Mary, University of London",51.5247272,-0.0393103466301624,7,Guangyuan Zhang
106,616ee502230b68e4d0b5170f,Wuhan Institute of Physics and Mathematics,-34.9212621,138.6060206,7,Li Da Wei
107,616a0ad70bfbed636ae9f504,None,44.933143,7.540121,7,Jiacheng Huang
108,615031f6109f0d97343c94e5,South China University of Technology,23.0143035,113.40040995700508,7,Ping Su
109,616fce2b738d6484b70a4b9c,Nagoya Institute of Technology,35.157271550000004,136.92520039118887,4,Nobuyoshi Kikuma
110,6162178076ae1343ff708edb,CEP America,30.4139621,-88.910706776323,4,Juliana Moura De Luna
111,614c638b0a236166770e48ec,Imperial College London,51.4989595,-0.1756412597879449,4,Alastair F. Donaldson
112,6161d1f6386cdfedf60a78ba,University of Calcutta,22.52630715,88.363219477422,4,Soumen De
113,61688745f6dccfb5cf379577,Renmin University of China,39.96976785,116.30709330596794,8,Yao Fan
114,61731cb8433bca8b3818c483,University of Nigeria,6.424591400000001,7.505576605131557,8,Monica Agu
115,614ea64755bb90eee5113af2,University of Indonesia,3.56132175,98.65680333749164,8,Bambang Susantono
116,6173181f433bca8b3818c423,"Covenant University Ota Ogun State, Nigeria",6.67198195,3.1573812951610805,8,Ezekiel F. Adebiyi
117,616974bbebc123114ad46430,Autonomous Analytics,41.7027578,-83.738366,8,Gwyn Griffiths
118,616eb67a01144eadada09243,China West Normal University,30.8202582,106.0652474,0,Wen Dong
119,614ca6d9ae1dc2e5d3db179f,Weill Cornell Medical College,40.7647523,-73.9549121,0,Russell Rosenblatt
120,61518bf39073d9666ab88466,KDDI R&D Laboratories Inc.,41.50217195,-81.61981946090904,7,Shinsaku Kiyomoto
121,6168857df6dccfb5cf37954b,University of North Carolina at Chapel Hill,35.90503535,-79.04775326525107,7,Jacqueline M. Kumar
122,6170f4d9faad3d5fe1840957,"University at Buffalo, The State University of New York",45.42221285,4.408524913586305,7,Shigeji Fujita
123,6151a988068ac1fdca3d088d,CHRU de Strasbourg,6.1259891500000005,1.2182004652972018,3,Catherine Armitage
124,616557567b8f86ba6fd79dde,Nanyang Technological University,1.3484104,103.68293320728536,3,Seng Chee Tan
125,616f5445509b0aa35d6d3b29,Lawrence Livermore National Laboratory,37.687781,-121.70830933864596,3,Dean Williams
126,616840be6c7d162629633def,Peking University,39.99171495,116.3039349686354,3,Umar Shoaib
127,6162007296ab0489bb2c4df5,Universitas Serambi Mekkah,5.54756785,95.3335821,3,Muhammad Nizar
128,6167a4074238181968f25758,Portland State University,45.51181205,-122.68492999382892,0,Samuel Sennott
129,61507dcd23cb9775d4a9d4b6,Pennsylvania State University,40.8025835,-77.85593833184565,0,Lingling Chen
130,6150a33463007987110a0bf2,GooBiz.com,21.4976889,83.90349869121921,2,Rafał Starypan
131,616e923cf6f4904eff0884ed,Bogazici University,41.08327335,29.050500909106017,2,Keyu Wen
132,616d328f760152e33d14d5fd,Sri Sivasubramaniya Nadar College of Engineering,12.75218945,80.19610090666805,2,B. Praba
133,6172938259d9fc3b79b07277,None,44.933143,7.540121,2,Faridullah Shah
134,614e1de09a7180fd64c66d72,Mälardalen University,26.3976702,50.1829923,2,Francesco Flammini
135,616c055eebae6822626e8a35,University College London,51.52420305,-0.1330007242592954,2,Chiron Mottram
136,6171afe7460415f9f219ef5f,Universidade do Vale do Rio dos Sinos,-29.7954567,-51.15495417595121,6,Regina Célia Espinosa Modolo
137,61730b1a92c9837366cef218,University of Catania,34.98131465,-101.90386901917174,6,Corrado Santoro
138,6165928472ea003be1126a0d,Universiti Kebangsaan Malaysia,2.92408085,101.78122157693836,6,Ishak Ahmad
139,61692a46f84c9e7bcf6d0dbc,Chinese Academy of Sciences,39.980430850000005,116.32595645724716,6,Xiaoran Hao
140,6172882159d9fc3b79b071bc,Southwest Jiaotong University,30.7697903,103.9859532,6,Tianrui Li
141,616564887c1482953b64876f,Shiv Nadar University,28.52571235,77.57445498260437,6,Walter D. Pilkey
142,616a2040bea75cdc3e2a289a,East China Shipbuilding Insititue,47.5348596,7.641939849481741,6,Monika Đureković
143,614ecb12d0dc68a07122f779,Heilongjiang University,45.7050819,126.6076854,8,Thomas Jeppesen
144,616d90f51584c8ff96bfd7e6,Fujian University of Technology,26.03858425,119.19091495571372,8,Yuh-Chung Lin
145,61684bb86c7d162629633eb9,University of Liège,50.6370803,5.562320940476887,0,Adrien Bolland
146,617325c82bcf31b677b5bb81,New Jersey Institute of Technology,40.7421254,-74.17903159685589,0,Sotirios Ziavras
147,616dc4ddf0242c09a42790a9,HagaZiekenhuis van Den Haag,33.6284453,-92.7218274,7,Richard Absalom
148,616af5e8a46f284bc5044bf6,Stanford University,37.43131385,-122.16936535498309,3,Purvesh Khatri
149,6172a692cfad09ffe0997757,Alzahra University,35.7683931,51.39258861896143,7,Seyed Mohammad Hossein Hasheminejad
150,6168883df6dccfb5cf379592,Harbin Institute of Technology,45.741589,126.62556263488914,5,Hongyu Zhou
151,616be28e5187ca6b867e7926,Beijing Academy of Agriculture and Forestry Sciences,33.5903872,-91.8131866,5,Jing Xiuliang
152,6169bec91b970aa26c69c143,Instituto de Pesquisas em Tecnologia e Inovação,26.9806352,75.7613544,5,William A. Muth
153,6172dd18d0f13119d9d20360,Yale University,41.25713055,-72.98966960152231,6,Muhammad Syafrullah
154,616ebf3e3b3ca45cdc9398c2,Nanyang Technological University,1.3484104,103.68293320728536,6,Gerald Tan
155,614b465c6b8ee4b71c58ac20,Universitat Politècnica de Catalunya,41.22144745,1.7301449113565364,6,Natalia Sanchez-Arrieta
156,61500bd05f993818b0233e29,The University of Hong Kong,22.28269745,114.13845499995573,6,Bei Yu
157,616fa7192edd5fccd0a4fbd6,Meise Botanic Garden,50.9284716,4.326427550318991,0,Paulo Cunha
158,616a2f37c3938b7a99c1e527,University of Leeds,53.80677435,-1.5562877504739676,0,Taisir El-Gorashi
159,614f08de9330963bc9141266,Hasan Kalyoncu University,42.25146815,-71.82295086144981,0,Lamiha Öztürk
160,614b5b646b8ee4b71c58ad82,Technische Universität Berlin,52.51101585,13.326954140959668,0,Ingo Weber
161,6169c3601b970aa26c69c1ab,Aristotle University of Thessaloniki,40.629729350000005,22.95909946835693,0,R. Rajakumari
162,616548b8b259fb8c016f6c36,Technion - Israel Institute of Technology,32.7768128,35.02254464999363,6,Anat Even-Zahav
163,616de443431d505da6eb4dd2,Tsinghua University,40.00229045,116.3209629696906,6,Junwei Cao
164,616593c072ea003be1126a21,"University of California, Santa Barbara",34.414602450000004,-119.84581004701371,6,John M. Frostad
165,616fa63c2edd5fccd0a4fbc7,City University of Hong Kong,22.3400204,114.16971664362887,6,Anders Torneus
166,614ddaa8657811d8b0da151f,University of Minho,41.5599112,-8.3968123,6,Carlos E. Salgado
167,6162d7f20d75ef5cb78159cf,William Penn University,41.3117756,-92.64894045918444,6,Kevin Munger
168,616dc895f0242c09a42790ee,Gudlavalleru Engineering College,16.35257705,81.04276272545363,6,Hyoung-Ryul Ma
169,6165ff72145e51368bad5fe6,Université Gustave Eiffel,50.60789175,3.1320651275779987,6,Veronique Cerezo
170,6151ac90068ac1fdca3d08be,Université de Montréal,45.504956750000005,-73.61453887024297,3,Luis Landeros
171,6165ab25790282318c1ec187,Canopy Simulations,53.7710908,-0.3683905962694075,3,Mark Catherall
172,616f0919eb972c9a73aac18a,Claude Bernard University Lyon 1,40.6068028,-75.3782488,3,Michel Tallon
173,6163bba726c973bf072c2fa0,Zhejiang University,30.2963793,120.0720629,3,A.Kh. Nazaretyan
174,61710647faad3d5fe1840a67,Shenzhen University,22.53590225,113.93147487492186,7,V. Koti Reddy
175,6167b4934238181968f25896,France Télécom,46.7952333,4.859054726014135,7,Bruno Arnaldi
176,61682a8cd5646dfac166af48,Motilal Nehru National Institute of Technology,25.4924552,81.86386513463779,7,Shashank Srivastava
177,614c95e1ae1dc2e5d3db1671,International Monetary Fund,38.89894265,-77.04420509142062,7,Sarp Yanki Kalfa
178,616e69e9f0018774a9f55ca2,National Cheng Kung University,22.9991916,120.21625133790894,7,Tzu-Chi Huang
179,6152afb06413e53468400714,Tallinn University,59.4393125,24.772347058941484,7,Larissa Jõgi
180,616ee9e2e829e673458bb80b,Tamkang University,25.1749822,121.45034977061806,7,Chichang Jou
181,616b56c44602cc92ba163999,GLA University,-1.31487015,36.80684447813442,7,Dr. Utkal Khandelwal
182,616ddf1d431d505da6eb4d92,Chiba University,35.62786925,140.1034657491585,7,Dai Katoh
183,61508a46dd77338c4792b20a,Beijing University of Technology,39.87391435,116.47720242035405,7,Junzheng Wang
184,61693e0be8b2e5a6346897f1,Yale University,41.25713055,-72.98966960152231,0,Chao Cheng
185,6172951559d9fc3b79b07292,Università degli Studi di Palermo,38.03339055,12.53482624813804,0,Zhao Wei
186,6169c6ba1b970aa26c69c1d5,China University of Petroleum - Beijing,40.2182737,116.24139609732732,4,Jinghan Wang
187,616492c78e6e3adce4d246ae,"Angadi Institute of Technology & Management, Belgaum",50.43204335,30.538100704507325,4,Anand Deshpande
188,6164029daf2ed3d8e36a3802,Far Eastern Branch of the Russian Academy of Sciences,51.5378075,-0.1263624,6,Evgeniy Papynov
189,6153e5a119828ea85ed7a29d,King's College London,51.5151076,-0.1106725247832937,6,Stuart J. Ritchie
190,616df90befce095c7b2f68eb,Utah Valley University,40.27941055,-111.71788683218048,6,Hsiu-chin Chen
191,61628864a5176aca4480ba22,IRT Railenium,49.1885053,8.115909903956815,6,Nadia Chouchani
192,614d6c0d0804e12d1c70148f,Karlsruhe Institute of Technology,49.1018534,8.433120159201868,6,Thorsten Schlachter
193,616712060237283c035f9492,University of Michigan,42.2942142,-83.71003893509601,6,Semyon M Meerkov
194,616cff3ebc0da65919e10860,Doaba Group of Colleges,38.2899482,21.7886469,1,Rajeshwar Singh
195,616e6e24f0018774a9f55cff,Oak Ridge National Laboratory,35.93006535,-84.31242463851981,6,Junghoon Chae
196,61722948e5d6b0fdaf0f15c6,Tomas Bata University in Zlín,49.22103295,17.657269455025602,7,Pavel Vařacha
197,614c5c9a0a236166770e4867,"CNIC,CAS",34.099957700000004,-117.70617915411113,7,Jinrong Jiang
198,616fa2b62edd5fccd0a4fb8e,Karlsruhe Institute of Technology,49.1018534,8.433120159201868,7,E.V. Avdeeva
199,615031e6109f0d97343c94e3,University of Nottingham,52.9387428,-1.2002956927457429,7,Tim Heath
200,616e6989f0018774a9f55c9b,North South University,-34.9212621,138.6060206,7,Shagufa Alam
201,61521a3a17563cfc48d2e0d6,Natural and Medical Sciences Institute,40.40650015,-104.69332749722544,7,Xin Xiong
202,616557bc7b8f86ba6fd79de6,University of Tehran,35.70458395,51.39476104247319,6,Mahdi Ghorbankhani
203,614ee7a769122247088aba21,Deakin University,-37.84751365,145.11494914381504,6,Amirmahyar Khorasani
204,6166e3dc051dcc84ffd41c81,University of Mitrovica,39.6810328,-75.7540184,6,Muhamedin Hetemi
205,615065366e701bf08b1b5602,University of Plymouth,50.37566725000001,-4.139366604170018,6,Eduardo Reck Miranda
206,616ad676c2f3d3fe6cd5ecc4,Kyung Hee University,37.5971213,127.05198672345011,6,Amjad Usman
207,6169bcfb1b970aa26c69c11e,World Meteorological Organization (WMO),31.2631254,34.802238544584185,6,Werner Balogh
208,6166e017051dcc84ffd41c73,Hokkaido University,43.07900775,141.33772952994423,6,Toshifumi Igarashi
209,616a556238b229105560f207,Macquarie University,-33.7740328,151.11269439194754,6,Rufat F. Ibrahimov
210,614caa0dae1dc2e5d3db17d6,Oracle Corporation,51.46037245,-0.9386690018490534,6,Vidhushini Srinivasan
211,61504eb63ab215c55e9d4975,Institute for Defense Analyses,38.8326635,-77.049249,6,J. Dexter
212,6172aa06cfad09ffe099778b,Al-Mustansiriya University,33.366734550000004,44.402164763924056,6,Hiba A. Abu-Alsaad
213,616dbd67f0242c09a4279044,Universität Bremen,53.107964550000005,8.855664592828369,6,Hans Spada
214,614c61e90a236166770e48c9,KTH Royal Institute of Technology,59.2016758,17.6203201,6,Gibson Chikafa
215,6166048aea6a95a59f67a966,University of Campinas,-27.5950893,-48.6159301,6,Lucas Santana Moura
216,616deacd8943984ab3008d3a,University of Murcia,37.93215975,-1.1625427931490806,6,M. Carmen Garrido
217,617278bc4b01cd4f14cd7a24,Xi'an Jiaotong University,33.776033,-84.39884086001581,6,Qiao Hu
218,6169c0cd1b970aa26c69c167,Korea Advanced Institute of Science and Technology,36.3697191,127.36253700115094,6,Yuji Roh
219,6171ac84460415f9f219ef29,Sejong University,37.550848,127.07460744982816,6,Jonghwa Choi
220,6167b3e84238181968f2588b,Indian Institute of Science Education and Research Kolkata,22.96363335,88.52587588236418,6,Prasanta K. Panigrahi
221,614e9c3555bb90eee5113a5c,Universidad del País Vasco / Euskal Herriko Unibertsitatea,12.941559000000002,77.5659889322846,6,Oier Oñederra
222,614d6c850804e12d1c701495,University of Vienna,48.1951059,16.383721891029737,6,Uwe Zdun
223,614d5bc60804e12d1c701396,University of Hradec Králové,50.2016135,15.8356852,6,Jan Hruška
224,6163bd2026c973bf072c2fc2,"University of Nevada, Reno",39.5442688,-119.81631051527071,6,Alexander Goldman
225,616844a36c7d162629633e2c,Ulster University,55.00584965,-7.323088131481537,6,V Rust
226,616f5351509b0aa35d6d3b16,National Chung Cheng University,23.563070000000003,120.4752509078023,6,I-Chung Hsieh
227,61683e3f6c7d162629633dc1,Nanjing Tech University,35.711163799999994,139.76056244111012,6,Marija Sosa Anic
228,6165ab6b790282318c1ec18b,Northwestern University,42.0551164,-87.67581113482166,0,Gregory J. Wagner
229,6166e55b051dcc84ffd41ca2,None,44.933143,7.540121,0,Marcos Quispe P.
230,616e65bef0018774a9f55c55,King Abdulaziz University,21.49341465,39.24854487966037,0,Manal Abdullah
231,616d01b1bc0da65919e10889,Shenzhen University,22.53590225,113.93147487492186,0,Junjun Rao
232,61698b7bc74a16bb5caa36ed,Dalian University of Technology,38.8812564,121.52015999053629,6,Shijun Zhong
233,61507f3923cb9775d4a9d4cc,Pennsylvania State University,40.8025835,-77.85593833184565,6,Bharadwaj Ravichandran
234,614f80dbb506626d3092d1df,CUNY Graduate Center,40.74851885,-73.98363927431237,0,Mike Reed
235,6152b36f6413e53468400747,University of Johannesburg,-26.18493745,27.99979246435022,0,Claude-Hélène Mayer
236,6169a8e4cb036a08e93a06fa,Harvard University,42.36790855,-71.12678237443698,0,Ryan Babbush
237,61688d39ab4b08e74584afa3,None,44.933143,7.540121,0,Isaiah Hull
238,614ca02dae1dc2e5d3db1727,Chinese Academy of Sciences,39.980430850000005,116.32595645724716,2,Yaoyang Xu
239,614dafc66cb12b3f7063d0d4,None,44.933143,7.540121,2,J. Šuba ml
240,616fba6985e5f4c72c328ec3,Cleveland Clinic,41.50217195,-81.61981946090904,2,Sabrina Graziano
241,616af91da46f284bc5044c1a,University of Cordoba (Spain),-45.8649793,170.51461487350844,2,Sebastian Ventura
242,6170e9467c2708593b4577dc,"University of California, Santa Barbara",34.414602450000004,-119.84581004701371,2,Zhihai He
243,615030ba109f0d97343c94cf,Foreigners University of Siena,32.89726195,-117.218571153038,2,Giovanni Papiro
244,616ef78be829e673458bb915,None,44.933143,7.540121,6,Ji young Kim
245,61523514c288cc4da5ee2e50,Texas Children's Hospital,29.70678865,-95.40107680660476,6,Yi-Chen Lai
246,616d95d51584c8ff96bfd83f,American University of Sharjah,25.31022225,55.49136821313701,6,Y.R. Aji
247,61733b072bcf31b677b5bd09,"University of California, Irvine",33.6431901,-117.84016493553044,2,José C. Cunha
248,614ca2ffae1dc2e5d3db175f,Universidade Federal de Sergipe,-10.9271058,-37.101869840097024,2,Lilian França
249,6165f7f9145e51368bad5f83,Max Planck Institute for Polymer Research,37.3721487,-121.9752102,2,Michael Kappl
250,61504ddb3ab215c55e9d4965,University of Alabama,33.21208215,-87.53967345126999,2,Angela Benson
251,616ed2b548b6a07ed5acc9fc,Universidade Federal de Ouro Preto,-20.3878947,-43.506184559004026,2,Álvaro Rodrigues Pereira Júnior
252,616543fdc6cf4f1343922cea,University of East London,51.544326350000006,0.0097011512284872,2,Dr D K Gautam
253,616558ec7b8f86ba6fd79dfb,None,44.933143,7.540121,2,Samuel Opio
254,616e745af0018774a9f55d62,University of Derby,52.937954700000006,-1.497999105195924,6,Wajahat Ali Khan
